year,week,publication_date,NOMBRE,variety,quality,size,sale_format,unit,price
2021,36,2021-09-10,huevos,huevos,,,,kg,1300
2021,36,2021-09-10,jocote tronador,jocote_tronador,,,,kg,1180
2021,36,2021-09-10,lechuga americana,lechuga_americana,,,,u,265
2021,36,2021-09-10,limón mesino,limon_mesino,,,,u,65
2021,36,2021-09-10,limón mandarino,limon_mandarino,,,,u,50
2021,36,2021-09-10,manga,manga,,,,kg,1375
2021,36,2021-09-10,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,36,2021-09-10,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,36,2021-09-10,manga grande tommy,manga_grande_tommy,,G,,kg,1500
2021,36,2021-09-10,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,36,2021-09-10,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,36,2021-09-10,maracuyá,maracuya,,,,kg,1125
2021,36,2021-09-10,melón cantalupo,melon_cantalupo,,,,kg,1035
2021,36,2021-09-10,mora,mora,,,,kg,2300
2021,36,2021-09-10,naranja,naranja,,,,u,90
2021,36,2021-09-10,ñampí,nampi,,,,kg,765
2021,36,2021-09-10,papa amarilla,papa_amarilla,,,,kg,725
2021,36,2021-09-10,papa blanca,papa_blanca,1,,,kg,665
2021,36,2021-09-10,papa blanca,papa_blanca,2,,,kg,540
2021,36,2021-09-10,papaya,papaya,,,,kg,425
2021,36,2021-09-10,pepino,pepino,,,,kg,340
2021,36,2021-09-10,piña,pina,,G,,u,940
2021,36,2021-09-10,piña,pina,,M,,u,700
2021,36,2021-09-10,plátano,platano,,,,u,190
2021,36,2021-09-10,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3265
2021,36,2021-09-10,remolacha,remolacha,,,,u,255
2021,36,2021-09-10,repollo verde,repollo_verde,,,,kg,395
2021,36,2021-09-10,sandía,sandia,,G,,kg,670
2021,36,2021-09-10,tiquisque lila,tiquisque_lila,,,,kg,975
2021,36,2021-09-10,tomate,tomate,1,,,kg,785
2021,36,2021-09-10,tomate,tomate,2,,,kg,630
2021,36,2021-09-10,vainica,vainica,,,,kg,1385
2021,36,2021-09-10,yuca,yuca,,,corriente,kg,305
2021,36,2021-09-10,yuca,yuca,,,parafinada,kg,345
2021,36,2021-09-10,zanahoria,zanahoria,1,,,kg,340
2021,36,2021-09-10,zanahoria,zanahoria,2,,,kg,340
2021,36,2021-09-10,zapallo,zapallo,,,,u,450
2021,36,2021-09-10,dulce,dulce,,,,tapa,835
2021,36,2021-09-10,zuquini,zuquini,,,,u,390
2021,37,2021-09-17,aguacate criollo,aguacate_criollo,,,,u,500
2021,37,2021-09-17,aguacate Hass,aguacate_hass,,,,kg,2025
2021,37,2021-09-17,apio verde,apio_verde,,,,mata,1115
2021,37,2021-09-17,ayote sazón,ayote_sazon,,,,kg,390
2021,37,2021-09-17,ayote tierno,ayote_tierno,,,,u,475
2021,37,2021-09-17,banano criollo,banano_criollo,,,,u,40
2021,37,2021-09-17,brócoli,brocoli,,,,kg,1125
2021,37,2021-09-17,camote,camote,,,,kg,700
2021,37,2021-09-17,cebolla blanca,cebolla_blanca,1,,suelta,kg,600
2021,37,2021-09-17,cebolla blanca,cebolla_blanca,2,,suelta,kg,500
2021,37,2021-09-17,cebolla blanca,cebolla_blanca,,,trenza,kg,600
2021,37,2021-09-17,coliflor,coliflor,,,,u,855
2021,37,2021-09-17,coco,coco,,,,u,445
2021,37,2021-09-17,culantro castilla,culantro_castilla,,,,rollo,170
2021,37,2021-09-17,chayote sazón blanco,chayote_sazon_blanco,,,,u,515
2021,37,2021-09-17,chayote tierno criollo,chayote_tierno_criollo,,,,u,405
2021,37,2021-09-17,chayote tierno quelite,chayote_tierno_quelite,,,,u,130
2021,37,2021-09-17,chile dulce,chile_dulce,1,,,u,280
2021,37,2021-09-17,chile dulce,chile_dulce,2,,,u,185
2021,37,2021-09-17,elote,elote,,,,u,135
2021,37,2021-09-17,fresa,fresa,,,,kg,2435
2021,37,2021-09-17,frijol tierno,frijol_tierno,,,,kg,1600
2021,37,2021-09-17,hongos frescos,hongos_frescos,,,,kg,
2021,37,2021-09-17,huevos,huevos,,,,kg,1400
2021,37,2021-09-17,jocote tronador,jocote_tronador,,,,kg,1230
2021,37,2021-09-17,lechuga americana,lechuga_americana,,,,u,265
2021,37,2021-09-17,limón mesino,limon_mesino,,,,u,70
2021,37,2021-09-17,limón mandarino,limon_mandarino,,,,u,50
2021,37,2021-09-17,manga,manga,,,,kg,
2021,37,2021-09-17,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,37,2021-09-17,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,37,2021-09-17,manga grande tommy,manga_grande_tommy,,G,,kg,
2021,37,2021-09-17,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,37,2021-09-17,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,37,2021-09-17,maracuyá,maracuya,,,,kg,1020
2021,37,2021-09-17,melón cantalupo,melon_cantalupo,,,,kg,1000
2021,37,2021-09-17,mora,mora,,,,kg,2285
2021,37,2021-09-17,naranja,naranja,,,,u,90
2021,37,2021-09-17,ñampí,nampi,,,,kg,940
2021,37,2021-09-17,papa amarilla,papa_amarilla,,,,kg,730
2021,37,2021-09-17,papa blanca,papa_blanca,1,,,kg,665
2021,37,2021-09-17,papa blanca,papa_blanca,2,,,kg,500
2021,37,2021-09-17,papaya,papaya,,,,kg,450
2021,37,2021-09-17,pepino,pepino,,,,kg,535
2021,37,2021-09-17,piña,pina,,G,,u,935
2021,37,2021-09-17,piña,pina,,M,,u,700
2021,37,2021-09-17,plátano,platano,,,,u,190
2021,37,2021-09-17,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3290
2021,37,2021-09-17,remolacha,remolacha,,,,u,250
2021,37,2021-09-17,repollo verde,repollo_verde,,,,kg,420
2021,37,2021-09-17,sandía,sandia,,G,,kg,725
2021,37,2021-09-17,tiquisque lila,tiquisque_lila,,,,kg,905
2021,37,2021-09-17,tomate,tomate,1,,,kg,890
2021,37,2021-09-17,tomate,tomate,2,,,kg,685
2021,37,2021-09-17,vainica,vainica,,,,kg,1615
2021,37,2021-09-17,yuca,yuca,,,corriente,kg,305
2021,37,2021-09-17,yuca,yuca,,,parafinada,kg,345
2021,37,2021-09-17,zanahoria,zanahoria,1,,,kg,360
2021,37,2021-09-17,zanahoria,zanahoria,2,,,kg,325
2021,37,2021-09-17,zapallo,zapallo,,,,u,450
2021,37,2021-09-17,dulce,dulce,,,,tapa,835
2021,37,2021-09-17,zuquini,zuquini,,,,u,360
2021,38,2021-09-24,aguacate criollo,aguacate_criollo,,,,u,500
2021,38,2021-09-24,aguacate Hass,aguacate_hass,,,,kg,2025
2021,38,2021-09-24,apio verde,apio_verde,,,,mata,1085
2021,38,2021-09-24,ayote sazón,ayote_sazon,,,,kg,370
2021,38,2021-09-24,ayote tierno,ayote_tierno,,,,u,550
2021,38,2021-09-24,banano criollo,banano_criollo,,,,u,40
2021,38,2021-09-24,brócoli,brocoli,,,,kg,1350
2021,38,2021-09-24,camote,camote,,,,kg,695
2021,38,2021-09-24,cebolla blanca,cebolla_blanca,1,,suelta,kg,575
2021,38,2021-09-24,cebolla blanca,cebolla_blanca,2,,suelta,kg,475
2021,38,2021-09-24,cebolla blanca,cebolla_blanca,,,trenza,kg,575
2021,38,2021-09-24,coliflor,coliflor,,,,u,830
2021,38,2021-09-24,coco,coco,,,,u,425
2021,38,2021-09-24,culantro castilla,culantro_castilla,,,,rollo,160
2021,38,2021-09-24,chayote sazón blanco,chayote_sazon_blanco,,,,u,505
2021,38,2021-09-24,chayote tierno criollo,chayote_tierno_criollo,,,,u,405
2021,38,2021-09-24,chayote tierno quelite,chayote_tierno_quelite,,,,u,125
2021,38,2021-09-24,chile dulce,chile_dulce,1,,,u,190
2021,38,2021-09-24,chile dulce,chile_dulce,2,,,u,115
2021,38,2021-09-24,elote,elote,,,,u,130
2021,38,2021-09-24,fresa,fresa,,,,kg,2150
2021,38,2021-09-24,frijol tierno,frijol_tierno,,,,kg,1600
2021,38,2021-09-24,hongos frescos,hongos_frescos,,,,kg,
2021,38,2021-09-24,huevos,huevos,,,,kg,1405
2021,38,2021-09-24,jocote tronador,jocote_tronador,,,,kg,910
2021,38,2021-09-24,lechuga americana,lechuga_americana,,,,u,300
2021,38,2021-09-24,limón mesino,limon_mesino,,,,u,60
2021,38,2021-09-24,limón mandarino,limon_mandarino,,,,u,45
2021,38,2021-09-24,manga,manga,,,,kg,
2021,38,2021-09-24,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,38,2021-09-24,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,38,2021-09-24,manga grande tommy,manga_grande_tommy,,G,,kg,
2021,38,2021-09-24,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,38,2021-09-24,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,38,2021-09-24,maracuyá,maracuya,,,,kg,965
2021,38,2021-09-24,melón cantalupo,melon_cantalupo,,,,kg,1100
2021,38,2021-09-24,mora,mora,,,,kg,2280
2021,38,2021-09-24,naranja,naranja,,,,u,90
2021,38,2021-09-24,ñampí,nampi,,,,kg,740
2021,38,2021-09-24,papa amarilla,papa_amarilla,,,,kg,695
2021,38,2021-09-24,papa blanca,papa_blanca,1,,,kg,595
2021,38,2021-09-24,papa blanca,papa_blanca,2,,,kg,500
2021,38,2021-09-24,papaya,papaya,,,,kg,435
2021,38,2021-09-24,pepino,pepino,,,,kg,505
2021,38,2021-09-24,piña,pina,,G,,u,945
2021,38,2021-09-24,piña,pina,,M,,u,725
2021,38,2021-09-24,plátano,platano,,,,u,190
2021,38,2021-09-24,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3290
2021,38,2021-09-24,remolacha,remolacha,,,,u,260
2021,38,2021-09-24,repollo verde,repollo_verde,,,,kg,515
2021,38,2021-09-24,sandía,sandia,,G,,kg,660
2021,38,2021-09-24,tiquisque lila,tiquisque_lila,,,,kg,975
2021,38,2021-09-24,tomate,tomate,1,,,kg,840
2021,38,2021-09-24,tomate,tomate,2,,,kg,685
2021,38,2021-09-24,vainica,vainica,,,,kg,1075
2021,38,2021-09-24,yuca,yuca,,,corriente,kg,300
2021,38,2021-09-24,yuca,yuca,,,parafinada,kg,345
2021,38,2021-09-24,zanahoria,zanahoria,1,,,kg,290
2021,38,2021-09-24,zanahoria,zanahoria,2,,,kg,375
2021,38,2021-09-24,zapallo,zapallo,,,,u,425
2021,38,2021-09-24,dulce,dulce,,,,tapa,835
2021,38,2021-09-24,zuquini,zuquini,,,,u,310
2021,39,2021-10-01,aguacate criollo,aguacate_criollo,,,,u,500
2021,39,2021-10-01,aguacate Hass,aguacate_hass,,,,kg,2250
2021,39,2021-10-01,apio verde,apio_verde,,,,mata,1265
2021,39,2021-10-01,ayote sazón,ayote_sazon,,,,kg,365
2021,39,2021-10-01,ayote tierno,ayote_tierno,,,,u,460
2021,39,2021-10-01,banano criollo,banano_criollo,,,,u,40
2021,39,2021-10-01,brócoli,brocoli,,,,kg,1300
2021,39,2021-10-01,camote,camote,,,,kg,670
2021,39,2021-10-01,cebolla blanca,cebolla_blanca,1,,suelta,kg,615
2021,39,2021-10-01,cebolla blanca,cebolla_blanca,2,,suelta,kg,540
2021,39,2021-10-01,cebolla blanca,cebolla_blanca,,,trenza,kg,615
2021,39,2021-10-01,coliflor,coliflor,,,,u,815
2021,39,2021-10-01,coco,coco,,,,u,455
2021,39,2021-10-01,culantro castilla,culantro_castilla,,,,rollo,145
2021,39,2021-10-01,chayote sazón blanco,chayote_sazon_blanco,,,,u,370
2021,39,2021-10-01,chayote tierno criollo,chayote_tierno_criollo,,,,u,320
2021,39,2021-10-01,chayote tierno quelite,chayote_tierno_quelite,,,,u,85
2021,39,2021-10-01,chile dulce,chile_dulce,1,,,u,220
2021,39,2021-10-01,chile dulce,chile_dulce,2,,,u,135
2021,39,2021-10-01,elote,elote,,,,u,140
2021,39,2021-10-01,fresa,fresa,,,,kg,2150
2021,39,2021-10-01,frijol tierno,frijol_tierno,,,,kg,1600
2021,39,2021-10-01,hongos frescos,hongos_frescos,,,,kg,
2021,39,2021-10-01,huevos,huevos,,,,kg,1505
2021,39,2021-10-01,jocote tronador,jocote_tronador,,,,kg,950
2021,39,2021-10-01,lechuga americana,lechuga_americana,,,,u,285
2021,39,2021-10-01,limón mesino,limon_mesino,,,,u,70
2021,39,2021-10-01,limón mandarino,limon_mandarino,,,,u,55
2021,39,2021-10-01,manga,manga,,,,kg,
2021,39,2021-10-01,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,39,2021-10-01,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,39,2021-10-01,manga grande tommy,manga_grande_tommy,,G,,kg,
2021,39,2021-10-01,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,39,2021-10-01,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,39,2021-10-01,maracuyá,maracuya,,,,kg,955
2021,39,2021-10-01,melón cantalupo,melon_cantalupo,,,,kg,1150
2021,39,2021-10-01,mora,mora,,,,kg,2185
2021,39,2021-10-01,naranja,naranja,,,,u,90
2021,39,2021-10-01,ñampí,nampi,,,,kg,665
2021,39,2021-10-01,papa amarilla,papa_amarilla,,,,kg,770
2021,39,2021-10-01,papa blanca,papa_blanca,1,,,kg,700
2021,39,2021-10-01,papa blanca,papa_blanca,2,,,kg,540
2021,39,2021-10-01,papaya,papaya,,,,kg,475
2021,39,2021-10-01,pepino,pepino,,,,kg,425
2021,39,2021-10-01,piña,pina,,G,,u,950
2021,39,2021-10-01,piña,pina,,M,,u,700
2021,39,2021-10-01,plátano,platano,,,,u,195
2021,39,2021-10-01,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3290
2021,39,2021-10-01,remolacha,remolacha,,,,u,295
2021,39,2021-10-01,repollo verde,repollo_verde,,,,kg,540
2021,39,2021-10-01,sandía,sandia,,G,,kg,565
2021,39,2021-10-01,tiquisque lila,tiquisque_lila,,,,kg,920
2021,39,2021-10-01,tomate,tomate,1,,,kg,1075
2021,39,2021-10-01,tomate,tomate,2,,,kg,920
2021,39,2021-10-01,vainica,vainica,,,,kg,1135
2021,39,2021-10-01,yuca,yuca,,,corriente,kg,305
2021,39,2021-10-01,yuca,yuca,,,parafinada,kg,345
2021,39,2021-10-01,zanahoria,zanahoria,1,,,kg,365
2021,39,2021-10-01,zanahoria,zanahoria,2,,,kg,300
2021,39,2021-10-01,zapallo,zapallo,,,,u,465
2021,39,2021-10-01,dulce,dulce,,,,tapa,835
2021,39,2021-10-01,zuquini,zuquini,,,,u,415
2021,40,2021-10-08,aguacate criollo,aguacate_criollo,,,,u,500
2021,40,2021-10-08,aguacate Hass,aguacate_hass,,,,kg,2300
2021,40,2021-10-08,apio verde,apio_verde,,,,mata,1205
2021,40,2021-10-08,ayote sazón,ayote_sazon,,,,kg,365
2021,40,2021-10-08,ayote tierno,ayote_tierno,,,,u,520
2021,40,2021-10-08,banano criollo,banano_criollo,,,,u,40
2021,40,2021-10-08,brócoli,brocoli,,,,kg,1215
2021,40,2021-10-08,camote,camote,,,,kg,645
2021,40,2021-10-08,cebolla blanca,cebolla_blanca,1,,suelta,kg,715
2021,40,2021-10-08,cebolla blanca,cebolla_blanca,2,,suelta,kg,600
2021,40,2021-10-08,cebolla blanca,cebolla_blanca,,,trenza,kg,715
2021,40,2021-10-08,coliflor,coliflor,,,,u,815
2021,40,2021-10-08,coco,coco,,,,u,475
2021,40,2021-10-08,culantro castilla,culantro_castilla,,,,rollo,125
2021,40,2021-10-08,chayote sazón blanco,chayote_sazon_blanco,,,,u,360
2021,40,2021-10-08,chayote tierno criollo,chayote_tierno_criollo,,,,u,330
2021,40,2021-10-08,chayote tierno quelite,chayote_tierno_quelite,,,,u,115
2021,40,2021-10-08,chile dulce,chile_dulce,1,,,u,215
2021,40,2021-10-08,chile dulce,chile_dulce,2,,,u,140
2021,40,2021-10-08,elote,elote,,,,u,130
2021,40,2021-10-08,fresa,fresa,,,,kg,2310
2021,40,2021-10-08,frijol tierno,frijol_tierno,,,,kg,1600
2021,40,2021-10-08,hongos frescos,hongos_frescos,,,,kg,
2021,40,2021-10-08,huevos,huevos,,,,kg,1495
2021,40,2021-10-08,jocote tronador,jocote_tronador,,,,kg,1230
2021,40,2021-10-08,lechuga americana,lechuga_americana,,,,u,255
2021,40,2021-10-08,limón mesino,limon_mesino,,,,u,85
2021,40,2021-10-08,limón mandarino,limon_mandarino,,,,u,50
2021,40,2021-10-08,manga,manga,,,,kg,
2021,40,2021-10-08,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,40,2021-10-08,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,40,2021-10-08,manga grande tommy,manga_grande_tommy,,G,,kg,
2021,40,2021-10-08,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,40,2021-10-08,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,40,2021-10-08,maracuyá,maracuya,,,,kg,1015
2021,40,2021-10-08,melón cantalupo,melon_cantalupo,,,,kg,1225
2021,40,2021-10-08,mora,mora,,,,kg,2265
2021,40,2021-10-08,naranja,naranja,,,,u,90
2021,40,2021-10-08,ñampí,nampi,,,,kg,675
2021,40,2021-10-08,papa amarilla,papa_amarilla,,,,kg,805
2021,40,2021-10-08,papa blanca,papa_blanca,1,,,kg,755
2021,40,2021-10-08,papa blanca,papa_blanca,2,,,kg,640
2021,40,2021-10-08,papaya,papaya,,,,kg,550
2021,40,2021-10-08,pepino,pepino,,,,kg,415
2021,40,2021-10-08,piña,pina,,G,,u,960
2021,40,2021-10-08,piña,pina,,M,,u,750
2021,40,2021-10-08,plátano,platano,,,,u,195
2021,40,2021-10-08,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3290
2021,40,2021-10-08,remolacha,remolacha,,,,u,300
2021,40,2021-10-08,repollo verde,repollo_verde,,,,kg,550
2021,40,2021-10-08,sandía,sandia,,G,,kg,605
2021,40,2021-10-08,tiquisque lila,tiquisque_lila,,,,kg,925
2021,40,2021-10-08,tomate,tomate,1,,,kg,990
2021,40,2021-10-08,tomate,tomate,2,,,kg,860
2021,40,2021-10-08,vainica,vainica,,,,kg,700
2021,40,2021-10-08,yuca,yuca,,,corriente,kg,345
2021,40,2021-10-08,yuca,yuca,,,parafinada,kg,375
2021,40,2021-10-08,zanahoria,zanahoria,1,,,kg,350
2021,40,2021-10-08,zanahoria,zanahoria,2,,,kg,375
2021,40,2021-10-08,zapallo,zapallo,,,,u,400
2021,40,2021-10-08,dulce,dulce,,,,tapa,845
2021,40,2021-10-08,zuquini,zuquini,,,,u,355
2021,41,2021-10-15,aguacate criollo,aguacate_criollo,,,,u,
2021,41,2021-10-15,aguacate Hass,aguacate_hass,,,,kg,2250
2021,41,2021-10-15,apio verde,apio_verde,,,,mata,1295
2021,41,2021-10-15,ayote sazón,ayote_sazon,,,,kg,375
2021,41,2021-10-15,ayote tierno,ayote_tierno,,,,u,480
2021,41,2021-10-15,banano criollo,banano_criollo,,,,u,40
2021,41,2021-10-15,brócoli,brocoli,,,,kg,1150
2021,41,2021-10-15,camote,camote,,,,kg,650
2021,41,2021-10-15,cebolla blanca,cebolla_blanca,1,,suelta,kg,715
2021,41,2021-10-15,cebolla blanca,cebolla_blanca,2,,suelta,kg,605
2021,41,2021-10-15,cebolla blanca,cebolla_blanca,,,trenza,kg,715
2021,41,2021-10-15,coliflor,coliflor,,,,u,830
2021,41,2021-10-15,coco,coco,,,,u,455
2021,41,2021-10-15,culantro castilla,culantro_castilla,,,,rollo,110
2021,41,2021-10-15,chayote sazón blanco,chayote_sazon_blanco,,,,u,360
2021,41,2021-10-15,chayote tierno criollo,chayote_tierno_criollo,,,,u,350
2021,41,2021-10-15,chayote tierno quelite,chayote_tierno_quelite,,,,u,110
2021,41,2021-10-15,chile dulce,chile_dulce,1,,,u,215
2021,41,2021-10-15,chile dulce,chile_dulce,2,,,u,140
2021,41,2021-10-15,elote,elote,,,,u,130
2021,41,2021-10-15,fresa,fresa,,,,kg,2310
2021,41,2021-10-15,frijol tierno,frijol_tierno,,,,kg,1600
2021,41,2021-10-15,hongos frescos,hongos_frescos,,,,kg,
2021,41,2021-10-15,huevos,huevos,,,,kg,1480
2021,41,2021-10-15,jocote tronador,jocote_tronador,,,,kg,1230
2021,41,2021-10-15,lechuga americana,lechuga_americana,,,,u,250
2021,41,2021-10-15,limón mesino,limon_mesino,,,,u,80
2021,41,2021-10-15,limón mandarino,limon_mandarino,,,,u,50
2021,41,2021-10-15,manga,manga,,,,kg,
2021,41,2021-10-15,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,41,2021-10-15,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,41,2021-10-15,manga grande tommy,manga_grande_tommy,,G,,kg,
2021,41,2021-10-15,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,41,2021-10-15,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,41,2021-10-15,maracuyá,maracuya,,,,kg,955
2021,41,2021-10-15,melón cantalupo,melon_cantalupo,,,,kg,1050
2021,41,2021-10-15,mora,mora,,,,kg,2285
2021,41,2021-10-15,naranja,naranja,,,,u,85
2021,41,2021-10-15,ñampí,nampi,,,,kg,675
2021,41,2021-10-15,papa amarilla,papa_amarilla,,,,kg,775
2021,41,2021-10-15,papa blanca,papa_blanca,1,,,kg,730
2021,41,2021-10-15,papa blanca,papa_blanca,2,,,kg,615
2021,41,2021-10-15,papaya,papaya,,,,kg,370
2021,41,2021-10-15,pepino,pepino,,,,kg,340
2021,41,2021-10-15,piña,pina,,G,,u,960
2021,41,2021-10-15,piña,pina,,M,,u,685
2021,41,2021-10-15,plátano,platano,,,,u,200
2021,41,2021-10-15,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3360
2021,41,2021-10-15,remolacha,remolacha,,,,u,260
2021,41,2021-10-15,repollo verde,repollo_verde,,,,kg,565
2021,41,2021-10-15,sandía,sandia,,G,,kg,565
2021,41,2021-10-15,tiquisque lila,tiquisque_lila,,,,kg,920
2021,41,2021-10-15,tomate,tomate,1,,,kg,740
2021,41,2021-10-15,tomate,tomate,2,,,kg,590
2021,41,2021-10-15,vainica,vainica,,,,kg,875
2021,41,2021-10-15,yuca,yuca,,,corriente,kg,345
2021,41,2021-10-15,yuca,yuca,,,parafinada,kg,375
2021,41,2021-10-15,zanahoria,zanahoria,1,,,kg,340
2021,41,2021-10-15,zanahoria,zanahoria,2,,,kg,250
2021,41,2021-10-15,zapallo,zapallo,,,,u,400
2021,41,2021-10-15,dulce,dulce,,,,tapa,835
2021,41,2021-10-15,zuquini,zuquini,,,,u,305
2021,42,2021-10-23,aguacate criollo,aguacate_criollo,,,,u,
2021,42,2021-10-23,aguacate Hass,aguacate_hass,,,,kg,2250
2021,42,2021-10-23,apio verde,apio_verde,,,,mata,1185
2021,42,2021-10-23,ayote sazón,ayote_sazon,,,,kg,355
2021,42,2021-10-23,ayote tierno,ayote_tierno,,,,u,415
2021,42,2021-10-23,banano criollo,banano_criollo,,,,u,40
2021,42,2021-10-23,brócoli,brocoli,,,,kg,950
2021,42,2021-10-23,camote,camote,,,,kg,640
2021,42,2021-10-23,cebolla blanca,cebolla_blanca,1,,suelta,kg,675
2021,42,2021-10-23,cebolla blanca,cebolla_blanca,2,,suelta,kg,600
2021,42,2021-10-23,cebolla blanca,cebolla_blanca,,,trenza,kg,675
2021,42,2021-10-23,coliflor,coliflor,,,,u,1025
2021,42,2021-10-23,coco,coco,,,,u,445
2021,42,2021-10-23,culantro castilla,culantro_castilla,,,,rollo,105
2021,42,2021-10-23,chayote sazón blanco,chayote_sazon_blanco,,,,u,325
2021,42,2021-10-23,chayote tierno criollo,chayote_tierno_criollo,,,,u,320
2021,42,2021-10-23,chayote tierno quelite,chayote_tierno_quelite,,,,u,90
2021,42,2021-10-23,chile dulce,chile_dulce,1,,,u,220
2021,42,2021-10-23,chile dulce,chile_dulce,2,,,u,120
2021,42,2021-10-23,elote,elote,,,,u,130
2021,42,2021-10-23,fresa,fresa,,,,kg,2410
2021,42,2021-10-23,frijol tierno,frijol_tierno,,,,kg,1600
2021,42,2021-10-23,hongos frescos,hongos_frescos,,,,kg,
2021,42,2021-10-23,huevos,huevos,,,,kg,1495
2021,42,2021-10-23,lechuga americana,lechuga_americana,,,,u,255
2021,42,2021-10-23,limón mesino,limon_mesino,,,,u,85
2021,42,2021-10-23,limón mandarino,limon_mandarino,,,,u,50
2021,42,2021-10-23,manga,manga,,,,kg,
2021,42,2021-10-23,manga grande cavallini,manga_grande_cavallini,,G,,kg,
2021,42,2021-10-23,manga grande keitt,manga_grande_keitt,,G,,kg,
2021,42,2021-10-23,manga grande tommy,manga_grande_tommy,,G,,kg,
2021,42,2021-10-23,manga pequeña mora,manga_pequena_mora,,P,,kg,
2021,42,2021-10-23,manga pequeña irwin,manga_pequena_irwin,,P,,kg,
2021,42,2021-10-23,maracuyá,maracuya,,,,kg,1020
2021,42,2021-10-23,melón cantalupo,melon_cantalupo,,,,kg,950
2021,42,2021-10-23,mora,mora,,,,kg,2255
2021,42,2021-10-23,naranja,naranja,,,,u,90
2021,42,2021-10-23,ñampí,nampi,,,,kg,675
2021,42,2021-10-23,papa amarilla,papa_amarilla,,,,kg,745
2021,42,2021-10-23,papa blanca,papa_blanca,1,,,kg,700
2021,42,2021-10-23,papa blanca,papa_blanca,2,,,kg,565
2021,42,2021-10-23,papaya,papaya,,,,kg,455
2021,42,2021-10-23,pepino,pepino,,,,kg,350
2021,42,2021-10-23,piña,pina,,G,,u,950
2021,42,2021-10-23,piña,pina,,M,,u,665
2021,42,2021-10-23,plátano,platano,,,,u,195
2021,42,2021-10-23,queso tipo turrialba,queso_tipo_turrialba,,,,kg,3350
2021,42,2021-10-23,remolacha,remolacha,,,,u,295
2021,42,2021-10-23,repollo verde,repollo_verde,,,,kg,530
2021,42,2021-10-23,sandía,sandia,,G,,kg,615
2021,42,2021-10-23,tiquisque lila,tiquisque_lila,,,,kg,905
2021,42,2021-10-23,tomate,tomate,1,,,kg,900
2021,42,2021-10-23,tomate,tomate,2,,,kg,680
2021,42,2021-10-23,vainica,vainica,,,,kg,660
2021,42,2021-10-23,yuca,yuca,,,corriente,kg,340
2021,42,2021-10-23,yuca,yuca,,,parafinada,kg,375
2021,42,2021-10-23,zanahoria,zanahoria,1,,,kg,345
2021,42,2021-10-23,zanahoria,zanahoria,2,,,kg,350
2021,42,2021-10-23,zapallo,zapallo,,,,u,450
2021,42,2021-10-23,dulce,dulce,,,,tapa,835
2021,42,2021-10-23,zuquini,zuquini,,,,u,300
2021,43,2021-10-29,aguacate criollo,aguacate_criollo,,,,u,
2021,43,2021-10-29,aguacate Hass,aguacate_hass,,,,kg,1985
2021,43,2021-10-29,apio verde,apio_verde,,,,mata,1225
2021,43,2021-10-29,ayote sazón,ayote_sazon,,,,kg,375
2021,43,2021-10-29,ayote tierno,ayote_tierno,,,,u,400
2021,43,2021-10-29,banano criollo,banano_criollo,,,,u,40
2021,43,2021-10-29,brócoli,brocoli,,,,kg,950
2021,43,2021-10-29,camote,camote,,,,kg,635
2021,43,2021-10-29,cebolla blanca,cebolla_blanca,1,,suelta,kg,690
2021,43,2021-10-29,cebolla blanca,cebolla_blanca,2,,suelta,kg,580
2021,43,2021-10-29,cebolla blanca,cebolla_blanca,,,trenza,kg,690
2021,43,2021-10-29,coliflor,coliflor,,,,u,1125
2021,43,2021-10-29,coco,coco,,,,u,435
2021,43,2021-10-29,culantro castilla,culantro_castilla,,,,rollo,100
2021,43,2021-10-29,chayote sazón blanco,chayote_sazon_blanco,,,,u,455
