year,week,publication_date,NOMBRE,variety,quality,size,sale_format,unit,price
2023,3,2023-01-20,chayote sazón blanco,chayote_sazon_blanco,,,,u,360
2023,3,2023-01-20,chayote tierno criollo,chayote_tierno_criollo,,,,u,360
2023,3,2023-01-20,chayote tierno quelite,chayote_tierno_quelite,,,,u,80
2023,3,2023-01-20,chile dulce,chile_dulce,1,,,u,285
2023,3,2023-01-20,elote,elote,,,,u,185
2023,3,2023-01-20,fresa,fresa,,,,kg,2265
2023,3,2023-01-20,frijol tierno,frijol_tierno,,,,kg,1900
2023,3,2023-01-20,huevos,huevos,,,,kg,2325
2023,3,2023-01-20,lechuga americana,lechuga_americana,,,,u,275
2023,3,2023-01-20,limón mandarino,limon_mandarino,,,,u,70
2023,3,2023-01-20,limón mesino,limon_mesino,,,,u,220
2023,3,2023-01-20,manga,manga,,P,,kg,1455
2023,3,2023-01-20,maracuyá,maracuya,,,,kg,1700
2023,3,2023-01-20,mora,mora,,,,kg,1975
2023,3,2023-01-20,melón cantalupo,melon_cantalupo,,,,kg,785
2023,3,2023-01-20,naranja,naranja,,,,u,85
2023,3,2023-01-20,ñampí,nampi,,,,kg,1440
2023,3,2023-01-20,papa amarilla,papa_amarilla,,,,kg,1420
2023,3,2023-01-20,papa blanca,papa_blanca,,,,kg,1445
2023,3,2023-01-20,papaya,papaya,,,,kg,675
2023,3,2023-01-20,pepino,pepino,,,,kg,615
2023,3,2023-01-20,piña,pina,,G,,u,985
2023,3,2023-01-20,plátano,platano,,,,u,260
2023,3,2023-01-20,remolacha,remolacha,,,,u,305
2023,3,2023-01-20,repollo verde,repollo_verde,,,,kg,450
2023,3,2023-01-20,sandía,sandia,,,,kg,500
2023,3,2023-01-20,tiquisque,tiquisque,,,,kg,2070
2023,3,2023-01-20,tomate,tomate,1,,,kg,995
2023,3,2023-01-20,vainica,vainica,,,,kg,1015
2023,3,2023-01-20,yuca,yuca,,,corriente,kg,460
2023,3,2023-01-20,yuca,yuca,,,parafinada,kg,585
2023,3,2023-01-20,zanahoria,zanahoria,,,,kg,520
2023,3,2023-01-20,zapallo,zapallo,,,,u,500
2023,4,2023-01-27,aguacate criollo,aguacate_criollo,,,,u,585
2023,4,2023-01-27,aguacate Hass,aguacate_hass,,,,kg,1735
2023,4,2023-01-27,apio verde,apio_verde,,,,mata,1205
2023,4,2023-01-27,ayote sazón,ayote_sazon,,,,kg,400
2023,4,2023-01-27,ayote tierno,ayote_tierno,,,,u,475
2023,4,2023-01-27,banano criollo,banano_criollo,,,,u,40
2023,4,2023-01-27,brócoli,brocoli,,,,kg,1350
2023,4,2023-01-27,camote,camote,,,,kg,1190
2023,4,2023-01-27,cebolla blanca,cebolla_blanca,,,suelta,kg,1715
2023,4,2023-01-27,cebolla blanca,cebolla_blanca,,,trenza,kg,1745
2023,4,2023-01-27,coliflor,coliflor,,,,u,950
2023,4,2023-01-27,coco,coco,,,,u,445
2023,4,2023-01-27,culantro castilla,culantro_castilla,,,,rollo,80
2023,4,2023-01-27,chayote sazón blanco,chayote_sazon_blanco,,,,u,375
2023,4,2023-01-27,chayote tierno criollo,chayote_tierno_criollo,,,,u,375
2023,4,2023-01-27,chayote tierno quelite,chayote_tierno_quelite,,,,u,95
2023,4,2023-01-27,chile dulce,chile_dulce,1,,,u,205
2023,4,2023-01-27,elote,elote,,,,u,180
2023,4,2023-01-27,fresa,fresa,,,,kg,2250
2023,4,2023-01-27,frijol tierno,frijol_tierno,,,,kg,1900
2023,4,2023-01-27,huevos,huevos,,,,kg,2265
2023,4,2023-01-27,lechuga americana,lechuga_americana,,,,u,275
2023,4,2023-01-27,limón mandarino,limon_mandarino,,,,u,85
2023,4,2023-01-27,limón mesino,limon_mesino,,,,u,210
2023,4,2023-01-27,manga,manga,,P,,kg,1620
2023,4,2023-01-27,maracuyá,maracuya,,,,kg,1470
2023,4,2023-01-27,mora,mora,,,,kg,1865
2023,4,2023-01-27,melón cantalupo,melon_cantalupo,,,,kg,675
2023,4,2023-01-27,naranja,naranja,,,,u,80
2023,4,2023-01-27,ñampí,nampi,,,,kg,1465
2023,4,2023-01-27,papa amarilla,papa_amarilla,,,,kg,1360
2023,4,2023-01-27,papa blanca,papa_blanca,,,,kg,1350
2023,4,2023-01-27,papaya,papaya,,,,kg,650
2023,4,2023-01-27,pepino,pepino,,,,kg,490
2023,4,2023-01-27,piña,pina,,G,,u,985
2023,4,2023-01-27,plátano,platano,,,,u,245
2023,4,2023-01-27,remolacha,remolacha,,,,u,355
2023,4,2023-01-27,repollo verde,repollo_verde,,,,kg,400
2023,4,2023-01-27,sandía,sandia,,,,kg,670
2023,4,2023-01-27,tiquisque,tiquisque,,,,kg,1945
2023,4,2023-01-27,tomate,tomate,1,,,kg,825
2023,4,2023-01-27,vainica,vainica,,,,kg,850
2023,4,2023-01-27,yuca,yuca,,,corriente,kg,475
2023,4,2023-01-27,yuca,yuca,,,parafinada,kg,585
2023,4,2023-01-27,zanahoria,zanahoria,,,,kg,465
2023,4,2023-01-27,zapallo,zapallo,,,,u,500
2023,5,2023-02-03,aguacate criollo,aguacate_criollo,,,,u,585
2023,5,2023-02-03,aguacate Hass,aguacate_hass,,,,kg,1775
2023,5,2023-02-03,apio verde,apio_verde,,,,mata,1345
2023,5,2023-02-03,ayote sazón,ayote_sazon,,,,kg,415
2023,5,2023-02-03,ayote tierno,ayote_tierno,,,,u,600
2023,5,2023-02-03,banano criollo,banano_criollo,,,,u,40
2023,5,2023-02-03,brócoli,brocoli,,,,kg,1350
2023,5,2023-02-03,camote,camote,,,,kg,1165
2023,5,2023-02-03,cebolla blanca,cebolla_blanca,,,suelta,kg,1470
2023,5,2023-02-03,cebolla blanca,cebolla_blanca,,,trenza,kg,1490
2023,5,2023-02-03,coliflor,coliflor,,,,u,900
2023,5,2023-02-03,coco,coco,,,,u,435
2023,5,2023-02-03,culantro castilla,culantro_castilla,,,,rollo,90
2023,5,2023-02-03,chayote sazón blanco,chayote_sazon_blanco,,,,u,375
2023,5,2023-02-03,chayote tierno criollo,chayote_tierno_criollo,,,,u,375
2023,5,2023-02-03,chayote tierno quelite,chayote_tierno_quelite,,,,u,95
2023,5,2023-02-03,chile dulce,chile_dulce,1,,,u,245
2023,5,2023-02-03,elote,elote,,,,u,180
2023,5,2023-02-03,fresa,fresa,,,,kg,2155
2023,5,2023-02-03,frijol tierno,frijol_tierno,,,,kg,1900
2023,5,2023-02-03,huevos,huevos,,,,kg,2265
2023,5,2023-02-03,lechuga americana,lechuga_americana,,,,u,275
2023,5,2023-02-03,limón mandarino,limon_mandarino,,,,u,85
2023,5,2023-02-03,limón mesino,limon_mesino,,,,u,220
2023,5,2023-02-03,manga,manga,,P,,kg,1510
2023,5,2023-02-03,maracuyá,maracuya,,,,kg,1310
2023,5,2023-02-03,mora,mora,,,,kg,2030
2023,5,2023-02-03,melón cantalupo,melon_cantalupo,,,,kg,575
2023,5,2023-02-03,naranja,naranja,,,,u,80
2023,5,2023-02-03,ñampí,nampi,,,,kg,1515
2023,5,2023-02-03,papa amarilla,papa_amarilla,,,,kg,1435
2023,5,2023-02-03,papa blanca,papa_blanca,,,,kg,1435
2023,5,2023-02-03,papaya,papaya,,,,kg,515
2023,5,2023-02-03,pepino,pepino,,,,kg,630
2023,5,2023-02-03,piña,pina,,G,,u,965
2023,5,2023-02-03,plátano,platano,,,,u,250
2023,5,2023-02-03,remolacha,remolacha,,,,u,335
2023,5,2023-02-03,repollo verde,repollo_verde,,,,kg,455
2023,5,2023-02-03,sandía,sandia,,,,kg,520
2023,5,2023-02-03,tiquisque,tiquisque,,,,kg,2015
2023,5,2023-02-03,tomate,tomate,1,,,kg,760
2023,5,2023-02-03,vainica,vainica,,,,kg,850
2023,5,2023-02-03,yuca,yuca,,,corriente,kg,435
2023,5,2023-02-03,yuca,yuca,,,parafinada,kg,505
2023,5,2023-02-03,zanahoria,zanahoria,,,,kg,510
2023,5,2023-02-03,zapallo,zapallo,,,,u,450
2023,6,2023-02-10,aguacate criollo,aguacate_criollo,,,,u,675
2023,6,2023-02-10,aguacate Hass,aguacate_hass,,,,kg,1990
2023,6,2023-02-10,apio verde,apio_verde,,,,mata,1205
2023,6,2023-02-10,ayote sazón,ayote_sazon,,,,kg,375
2023,6,2023-02-10,ayote tierno,ayote_tierno,,,,u,475
2023,6,2023-02-10,banano criollo,banano_criollo,,,,u,40
2023,6,2023-02-10,brócoli,brocoli,,,,kg,1050
2023,6,2023-02-10,camote,camote,,,,kg,1070
2023,6,2023-02-10,cebolla blanca,cebolla_blanca,,,suelta,kg,1350
2023,6,2023-02-10,cebolla blanca,cebolla_blanca,,,trenza,kg,1350
2023,6,2023-02-10,coliflor,coliflor,,,,u,850
2023,6,2023-02-10,coco,coco,,,,u,445
2023,6,2023-02-10,culantro castilla,culantro_castilla,,,,rollo,135
2023,6,2023-02-10,chayote sazón blanco,chayote_sazon_blanco,,,,u,500
2023,6,2023-02-10,chayote tierno criollo,chayote_tierno_criollo,,,,u,375
2023,6,2023-02-10,chayote tierno quelite,chayote_tierno_quelite,,,,u,95
2023,6,2023-02-10,chile dulce,chile_dulce,1,,,u,145
2023,6,2023-02-10,elote,elote,,,,u,180
2023,6,2023-02-10,fresa,fresa,,,,kg,2255
2023,6,2023-02-10,frijol tierno,frijol_tierno,,,,kg,1900
2023,6,2023-02-10,huevos,huevos,,,,kg,2125
2023,6,2023-02-10,lechuga americana,lechuga_americana,,,,u,250
2023,6,2023-02-10,limón mandarino,limon_mandarino,,,,u,95
2023,6,2023-02-10,limón mesino,limon_mesino,,,,u,210
2023,6,2023-02-10,manga,manga,,P,,kg,1455
2023,6,2023-02-10,maracuyá,maracuya,,,,kg,1310
2023,6,2023-02-10,mora,mora,,,,kg,1975
2023,6,2023-02-10,melón cantalupo,melon_cantalupo,,,,kg,615
2023,6,2023-02-10,naranja,naranja,,,,u,85
2023,6,2023-02-10,ñampí,nampi,,,,kg,1465
2023,6,2023-02-10,papa amarilla,papa_amarilla,,,,kg,1190
2023,6,2023-02-10,papa blanca,papa_blanca,,,,kg,1155
2023,6,2023-02-10,papaya,papaya,,,,kg,450
2023,6,2023-02-10,pepino,pepino,,,,kg,625
2023,6,2023-02-10,piña,pina,,G,,u,975
2023,6,2023-02-10,plátano,platano,,,,u,245
2023,6,2023-02-10,remolacha,remolacha,,,,u,320
2023,6,2023-02-10,repollo verde,repollo_verde,,,,kg,400
2023,6,2023-02-10,sandía,sandia,,,,kg,545
2023,6,2023-02-10,tiquisque,tiquisque,,,,kg,1530
2023,6,2023-02-10,tomate,tomate,1,,,kg,650
2023,6,2023-02-10,vainica,vainica,,,,kg,900
2023,6,2023-02-10,yuca,yuca,,,corriente,kg,460
2023,6,2023-02-10,yuca,yuca,,,parafinada,kg,575
2023,6,2023-02-10,zanahoria,zanahoria,,,,kg,455
2023,6,2023-02-10,zapallo,zapallo,,,,u,500
2023,7,2023-02-17,aguacate criollo,aguacate_criollo,,,,u,425
2023,7,2023-02-17,aguacate Hass,aguacate_hass,,,,kg,1985
2023,7,2023-02-17,apio verde,apio_verde,,,,mata,1205
2023,7,2023-02-17,ayote sazón,ayote_sazon,,,,kg,400
2023,7,2023-02-17,ayote tierno,ayote_tierno,,,,u,575
2023,7,2023-02-17,banano criollo,banano_criollo,,,,u,45
2023,7,2023-02-17,brócoli,brocoli,,,,kg,1050
2023,7,2023-02-17,camote,camote,,,,kg,1165
2023,7,2023-02-17,cebolla blanca,cebolla_blanca,,,suelta,kg,1175
2023,7,2023-02-17,cebolla blanca,cebolla_blanca,,,trenza,kg,1040
2023,7,2023-02-17,coliflor,coliflor,,,,u,1000
2023,7,2023-02-17,coco,coco,,,,u,445
2023,7,2023-02-17,culantro castilla,culantro_castilla,,,,rollo,145
2023,7,2023-02-17,chayote sazón blanco,chayote_sazon_blanco,,,,u,375
2023,7,2023-02-17,chayote tierno criollo,chayote_tierno_criollo,,,,u,375
2023,7,2023-02-17,chayote tierno quelite,chayote_tierno_quelite,,,,u,95
2023,7,2023-02-17,chile dulce,chile_dulce,1,,,u,180
2023,7,2023-02-17,elote,elote,,,,u,180
2023,7,2023-02-17,fresa,fresa,,,,kg,2380
2023,7,2023-02-17,frijol tierno,frijol_tierno,,,,kg,1900
2023,7,2023-02-17,huevos,huevos,,,,kg,2175
2023,7,2023-02-17,lechuga americana,lechuga_americana,,,,u,250
2023,7,2023-02-17,limón mandarino,limon_mandarino,,,,u,95
2023,7,2023-02-17,limón mesino,limon_mesino,,,,u,225
2023,7,2023-02-17,manga,manga,,P,,kg,1490
2023,7,2023-02-17,maracuyá,maracuya,,,,kg,1415
2023,7,2023-02-17,mora,mora,,,,kg,2075
2023,7,2023-02-17,melón cantalupo,melon_cantalupo,,,,kg,675
2023,7,2023-02-17,naranja,naranja,,,,u,85
2023,7,2023-02-17,ñampí,nampi,,,,kg,1615
2023,7,2023-02-17,papa amarilla,papa_amarilla,,,,kg,1220
2023,7,2023-02-17,papa blanca,papa_blanca,,,,kg,1165
2023,7,2023-02-17,papaya,papaya,,,,kg,400
2023,7,2023-02-17,pepino,pepino,,,,kg,620
2023,7,2023-02-17,piña,pina,,G,,u,965
2023,7,2023-02-17,plátano,platano,,,,u,270
2023,7,2023-02-17,remolacha,remolacha,,,,u,320
2023,7,2023-02-17,repollo verde,repollo_verde,,,,kg,400
2023,7,2023-02-17,sandía,sandia,,,,kg,490
2023,7,2023-02-17,tiquisque,tiquisque,,,,kg,1705
2023,7,2023-02-17,tomate,tomate,1,,,kg,680
2023,7,2023-02-17,vainica,vainica,,,,kg,850
2023,7,2023-02-17,yuca,yuca,,,corriente,kg,440
2023,7,2023-02-17,yuca,yuca,,,parafinada,kg,515
2023,7,2023-02-17,zanahoria,zanahoria,,,,kg,395
2023,7,2023-02-17,zapallo,zapallo,,,,u,500
2023,8,2023-02-24,aguacate criollo,aguacate_criollo,,,,u,550
2023,8,2023-02-24,aguacate Hass,aguacate_hass,,,,kg,1985
2023,8,2023-02-24,apio verde,apio_verde,,,,mata,1190
2023,8,2023-02-24,ayote sazón,ayote_sazon,,,,kg,375
2023,8,2023-02-24,ayote tierno,ayote_tierno,,,,u,540
2023,8,2023-02-24,banano criollo,banano_criollo,,,,u,40
2023,8,2023-02-24,brócoli,brocoli,,,,kg,1885
2023,8,2023-02-24,camote,camote,,,,kg,960
2023,8,2023-02-24,cebolla blanca,cebolla_blanca,,,suelta,kg,1110
2023,8,2023-02-24,cebolla blanca,cebolla_blanca,,,trenza,kg,1090
2023,8,2023-02-24,coliflor,coliflor,,,,u,850
2023,8,2023-02-24,coco,coco,,,,u,425
2023,8,2023-02-24,culantro castilla,culantro_castilla,,,,rollo,155
2023,8,2023-02-24,chayote sazón blanco,chayote_sazon_blanco,,,,u,390
2023,8,2023-02-24,chayote tierno criollo,chayote_tierno_criollo,,,,u,390
2023,8,2023-02-24,chayote tierno quelite,chayote_tierno_quelite,,,,u,95
2023,8,2023-02-24,chile dulce,chile_dulce,1,,,u,165
2023,8,2023-02-24,elote,elote,,,,u,160
2023,8,2023-02-24,fresa,fresa,,,,kg,2310
2023,8,2023-02-24,frijol tierno,frijol_tierno,,,,kg,1900
2023,8,2023-02-24,huevos,huevos,,,,kg,2100
2023,8,2023-02-24,lechuga americana,lechuga_americana,,,,u,250
2023,8,2023-02-24,limón mandarino,limon_mandarino,,,,u,125
2023,8,2023-02-24,limón mesino,limon_mesino,,,,u,225
2023,8,2023-02-24,manga,manga,,P,,kg,1255
2023,8,2023-02-24,maracuyá,maracuya,,,,kg,1320
2023,8,2023-02-24,mora,mora,,,,kg,2075
2023,8,2023-02-24,melón cantalupo,melon_cantalupo,,,,kg,750
2023,8,2023-02-24,naranja,naranja,,,,u,85
2023,8,2023-02-24,ñampí,nampi,,,,kg,1615
2023,8,2023-02-24,papa amarilla,papa_amarilla,,,,kg,1005
2023,8,2023-02-24,papa blanca,papa_blanca,,,,kg,1005
2023,8,2023-02-24,papaya,papaya,,,,kg,400
2023,8,2023-02-24,pepino,pepino,,,,kg,735
2023,8,2023-02-24,piña,pina,,G,,u,975
2023,8,2023-02-24,plátano,platano,,,,u,255
2023,8,2023-02-24,remolacha,remolacha,,,,u,315
2023,8,2023-02-24,repollo verde,repollo_verde,,,,kg,325
2023,8,2023-02-24,sandía,sandia,,,,kg,425
2023,8,2023-02-24,tiquisque,tiquisque,,,,kg,1550
2023,8,2023-02-24,tomate,tomate,1,,,kg,680
2023,8,2023-02-24,vainica,vainica,,,,kg,1225
2023,8,2023-02-24,yuca,yuca,,,corriente,kg,425
2023,8,2023-02-24,yuca,yuca,,,parafinada,kg,515
2023,8,2023-02-24,zanahoria,zanahoria,,,,kg,385
2023,8,2023-02-24,zapallo,zapallo,,,,u,500
2023,9,2023-03-03,aguacate criollo,aguacate_criollo,,,,u,475
2023,9,2023-03-03,aguacate Hass,aguacate_hass,,,,kg,2035
2023,9,2023-03-03,apio verde,apio_verde,,,,mata,1240
2023,9,2023-03-03,ayote sazón,ayote_sazon,,,,kg,375
2023,9,2023-03-03,ayote tierno,ayote_tierno,,,,u,425
2023,9,2023-03-03,banano criollo,banano_criollo,,,,u,40
2023,9,2023-03-03,brócoli,brocoli,,,,kg,1450
2023,9,2023-03-03,camote,camote,,,,kg,940
2023,9,2023-03-03,cebolla blanca,cebolla_blanca,,,suelta,kg,1080
2023,9,2023-03-03,cebolla blanca,cebolla_blanca,,,trenza,kg,1080
2023,9,2023-03-03,coliflor,coliflor,,,,u,900
2023,9,2023-03-03,coco,coco,,,,u,425
2023,9,2023-03-03,culantro castilla,culantro_castilla,,,,rollo,170
2023,9,2023-03-03,chayote sazón blanco,chayote_sazon_blanco,,,,u,500
2023,9,2023-03-03,chayote tierno criollo,chayote_tierno_criollo,,,,u,415
2023,9,2023-03-03,chayote tierno quelite,chayote_tierno_quelite,,,,u,110
2023,9,2023-03-03,chile dulce,chile_dulce,1,,,u,170
2023,9,2023-03-03,elote,elote,,,,u,185
2023,9,2023-03-03,fresa,fresa,,,,kg,2280
2023,9,2023-03-03,frijol tierno,frijol_tierno,,,,kg,1900
2023,9,2023-03-03,huevos,huevos,,,,kg,2100
2023,9,2023-03-03,lechuga americana,lechuga_americana,,,,u,285
2023,9,2023-03-03,limón mandarino,limon_mandarino,,,,u,125
2023,9,2023-03-03,limón mesino,limon_mesino,,,,u,240
2023,9,2023-03-03,manga,manga,,P,,kg,1170
2023,9,2023-03-03,maracuyá,maracuya,,,,kg,1315
2023,9,2023-03-03,mora,mora,,,,kg,2050
2023,9,2023-03-03,melón cantalupo,melon_cantalupo,,,,kg,840
2023,9,2023-03-03,naranja,naranja,,,,u,80
2023,9,2023-03-03,ñampí,nampi,,,,kg,1520
2023,9,2023-03-03,papa amarilla,papa_amarilla,,,,kg,1125
2023,9,2023-03-03,papa blanca,papa_blanca,,,,kg,1125
2023,9,2023-03-03,papaya,papaya,,,,kg,400
2023,9,2023-03-03,pepino,pepino,,,,kg,690
2023,9,2023-03-03,piña,pina,,G,,u,975
2023,9,2023-03-03,plátano,platano,,,,u,250
2023,9,2023-03-03,remolacha,remolacha,,,,u,290
2023,9,2023-03-03,repollo verde,repollo_verde,,,,kg,375
2023,9,2023-03-03,sandía,sandia,,,,kg,425
2023,9,2023-03-03,tiquisque,tiquisque,,,,kg,1580
2023,9,2023-03-03,tomate,tomate,1,,,kg,1230
2023,9,2023-03-03,vainica,vainica,,,,kg,1320
2023,9,2023-03-03,yuca,yuca,,,corriente,kg,450
2023,9,2023-03-03,yuca,yuca,,,parafinada,kg,520
2023,9,2023-03-03,zanahoria,zanahoria,,,,kg,360
2023,9,2023-03-03,zapallo,zapallo,,,,u,500
2023,10,2023-03-10,aguacate criollo,aguacate_criollo,,,,u,450
2023,10,2023-03-10,aguacate Hass,aguacate_hass,,,,kg,2065
2023,10,2023-03-10,apio verde,apio_verde,,,,mata,1225
2023,10,2023-03-10,ayote sazón,ayote_sazon,,,,kg,375
2023,10,2023-03-10,ayote tierno,ayote_tierno,,,,u,550
2023,10,2023-03-10,banano criollo,banano_criollo,,,,u,40
2023,10,2023-03-10,brócoli,brocoli,,,,kg,1300
2023,10,2023-03-10,camote,camote,,,,kg,790
2023,10,2023-03-10,cebolla blanca,cebolla_blanca,,,suelta,kg,1125
2023,10,2023-03-10,cebolla blanca,cebolla_blanca,,,trenza,kg,1125
2023,10,2023-03-10,coliflor,coliflor,,,,u,850
2023,10,2023-03-10,coco,coco,,,,u,425
2023,10,2023-03-10,culantro castilla,culantro_castilla,,,,rollo,150
2023,10,2023-03-10,chayote sazón blanco,chayote_sazon_blanco,,,,u,500
2023,10,2023-03-10,chayote tierno criollo,chayote_tierno_criollo,,,,u,510
2023,10,2023-03-10,chayote tierno quelite,chayote_tierno_quelite,,,,u,120
2023,10,2023-03-10,chile dulce,chile_dulce,1,,,u,145
2023,10,2023-03-10,elote,elote,,,,u,185
2023,10,2023-03-10,fresa,fresa,,,,kg,2295
2023,10,2023-03-10,frijol tierno,frijol_tierno,,,,kg,1900
2023,10,2023-03-10,huevos,huevos,,,,kg,2100
2023,10,2023-03-10,lechuga americana,lechuga_americana,,,,u,260
2023,10,2023-03-10,limón mandarino,limon_mandarino,,,,u,150
2023,10,2023-03-10,limón mesino,limon_mesino,,,,u,225
2023,10,2023-03-10,manga,manga,,P,,kg,855
2023,10,2023-03-10,maracuyá,maracuya,,,,kg,1315
2023,10,2023-03-10,mora,mora,,,,kg,2000
2023,10,2023-03-10,melón cantalupo,melon_cantalupo,,,,kg,865
2023,10,2023-03-10,naranja,naranja,,,,u,80
2023,10,2023-03-10,ñampí,nampi,,,,kg,1715
2023,10,2023-03-10,papa amarilla,papa_amarilla,,,,kg,1280
2023,10,2023-03-10,papa blanca,papa_blanca,,,,kg,1280
2023,10,2023-03-10,papaya,papaya,,,,kg,400
2023,10,2023-03-10,pepino,pepino,,,,kg,640
2023,10,2023-03-10,piña,pina,,G,,u,975
2023,10,2023-03-10,plátano,platano,,,,u,250
2023,10,2023-03-10,remolacha,remolacha,,,,u,300
2023,10,2023-03-10,repollo verde,repollo_verde,,,,kg,340
2023,10,2023-03-10,sandía,sandia,,,,kg,425
2023,10,2023-03-10,tiquisque,tiquisque,,,,kg,1650
2023,10,2023-03-10,tomate,tomate,1,,,kg,680
2023,10,2023-03-10,vainica,vainica,,,,kg,1330
2023,10,2023-03-10,yuca,yuca,,,corriente,kg,480
2023,10,2023-03-10,yuca,yuca,,,parafinada,kg,580
2023,10,2023-03-10,zanahoria,zanahoria,,,,kg,360
2023,10,2023-03-10,zapallo,zapallo,,,,u,500
2023,11,2023-03-17,aguacate criollo,aguacate_criollo,,,,u,450
2023,11,2023-03-17,aguacate Hass,aguacate_hass,,,,kg,1865
2023,11,2023-03-17,apio verde,apio_verde,,,,mata,1225
2023,11,2023-03-17,ayote sazón,ayote_sazon,,,,kg,360
2023,11,2023-03-17,ayote tierno,ayote_tierno,,,,u,550
2023,11,2023-03-17,banano criollo,banano_criollo,,,,u,40
2023,11,2023-03-17,brócoli,brocoli,,,,kg,1100
2023,11,2023-03-17,camote,camote,,,,kg,950
2023,11,2023-03-17,cebolla blanca,cebolla_blanca,,,suelta,kg,1125
2023,11,2023-03-17,cebolla blanca,cebolla_blanca,,,trenza,kg,1125
2023,11,2023-03-17,coliflor,coliflor,,,,u,850
2023,11,2023-03-17,coco,coco,,,,u,460
2023,11,2023-03-17,culantro castilla,culantro_castilla,,,,rollo,120
2023,11,2023-03-17,chayote sazón blanco,chayote_sazon_blanco,,,,u,500
2023,11,2023-03-17,chayote tierno criollo,chayote_tierno_criollo,,,,u,500
2023,11,2023-03-17,chayote tierno quelite,chayote_tierno_quelite,,,,u,110
2023,11,2023-03-17,chile dulce,chile_dulce,1,,,u,190
2023,11,2023-03-17,elote,elote,,,,u,175
2023,11,2023-03-17,fresa,fresa,,,,kg,2295
2023,11,2023-03-17,frijol tierno,frijol_tierno,,,,kg,1900
2023,11,2023-03-17,huevos,huevos,,,,kg,2100
2023,11,2023-03-17,lechuga americana,lechuga_americana,,,,u,260
2023,11,2023-03-17,limón mandarino,limon_mandarino,,,,u,155
2023,11,2023-03-17,limón mesino,limon_mesino,,,,u,250
2023,11,2023-03-17,manga,manga,,P,,kg,750
2023,11,2023-03-17,maracuyá,maracuya,,,,kg,1205
2023,11,2023-03-17,mora,mora,,,,kg,1965
2023,11,2023-03-17,melón cantalupo,melon_cantalupo,,,,kg,785
2023,11,2023-03-17,naranja,naranja,,,,u,85
2023,11,2023-03-17,ñampí,nampi,,,,kg,1575
2023,11,2023-03-17,papa amarilla,papa_amarilla,,,,kg,1245
2023,11,2023-03-17,papa blanca,papa_blanca,,,,kg,1200
2023,11,2023-03-17,papaya,papaya,,,,kg,375
2023,11,2023-03-17,pepino,pepino,,,,kg,640
2023,11,2023-03-17,piña,pina,,G,,u,975
2023,11,2023-03-17,plátano,platano,,,,u,270
2023,11,2023-03-17,remolacha,remolacha,,,,u,300
2023,11,2023-03-17,repollo verde,repollo_verde,,,,kg,300
2023,11,2023-03-17,sandía,sandia,,,,kg,400
2023,11,2023-03-17,tiquisque,tiquisque,,,,kg,1650
2023,11,2023-03-17,tomate,tomate,1,,,kg,1345
2023,11,2023-03-17,vainica,vainica,,,,kg,1200
2023,11,2023-03-17,yuca,yuca,,,corriente,kg,475
2023,11,2023-03-17,yuca,yuca,,,parafinada,kg,575
2023,11,2023-03-17,zanahoria,zanahoria,,,,kg,340
2023,11,2023-03-17,zapallo,zapallo,,,,u,500
2023,12,2023-03-24,aguacate criollo,aguacate_criollo,,,,u,450
2023,12,2023-03-24,aguacate Hass,aguacate_hass,,,,kg,2065
2023,12,2023-03-24,apio verde,apio_verde,,,,mata,1165
2023,12,2023-03-24,ayote sazón,ayote_sazon,,,,kg,360
2023,12,2023-03-24,ayote tierno,ayote_tierno,,,,u,540
2023,12,2023-03-24,banano criollo,banano_criollo,,,,u,45
2023,12,2023-03-24,brócoli,brocoli,,,,kg,1065
2023,12,2023-03-24,camote,camote,,,,kg,730
2023,12,2023-03-24,cebolla blanca,cebolla_blanca,,,suelta,kg,1015
2023,12,2023-03-24,cebolla blanca,cebolla_blanca,,,trenza,kg,1015
2023,12,2023-03-24,coliflor,coliflor,,,,u,800
2023,12,2023-03-24,coco,coco,,,,u,470
2023,12,2023-03-24,culantro castilla,culantro_castilla,,,,rollo,90
2023,12,2023-03-24,chayote sazón blanco,chayote_sazon_blanco,,,,u,525
2023,12,2023-03-24,chayote tierno criollo,chayote_tierno_criollo,,,,u,440
2023,12,2023-03-24,chayote tierno quelite,chayote_tierno_quelite,,,,u,95
2023,12,2023-03-24,chile dulce,chile_dulce,1,,,u,125
2023,12,2023-03-24,elote,elote,,,,u,185
2023,12,2023-03-24,fresa,fresa,,,,kg,2275
2023,12,2023-03-24,frijol tierno,frijol_tierno,,,,kg,1900
2023,12,2023-03-24,huevos,huevos,,,,kg,1990
2023,12,2023-03-24,lechuga americana,lechuga_americana,,,,u,290
2023,12,2023-03-24,limón mandarino,limon_mandarino,,,,u,175
2023,12,2023-03-24,limón mesino,limon_mesino,,,,u,275
2023,12,2023-03-24,manga,manga,,P,,kg,565
2023,12,2023-03-24,maracuyá,maracuya,,,,kg,1185
2023,12,2023-03-24,mora,mora,,,,kg,2015
2023,12,2023-03-24,melón cantalupo,melon_cantalupo,,,,kg,550
2023,12,2023-03-24,naranja,naranja,,,,u,85
2023,12,2023-03-24,ñampí,nampi,,,,kg,1800
2023,12,2023-03-24,papa amarilla,papa_amarilla,,,,kg,940
2023,12,2023-03-24,papa blanca,papa_blanca,,,,kg,910
2023,12,2023-03-24,papaya,papaya,,,,kg,400
2023,12,2023-03-24,pepino,pepino,,,,kg,615
